"county","tract","bg","state","placefp14","stab","cntyname","placefp","placenm","placenm14","intptlon","intptlat","pop10","afact","AFACT2"
"County code","Tract","Block group","State code","placefp14","State abbreviation","County name","placefp","placenm","Place name 2014","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total population (2010)","bg to placefp14 allocation factor","placefp14 to bg allocation factor"
"34003","0372.02","1","34","51660","NJ","Bergen NJ"," "," ","New Milford borough, NJ",-74.021698,40.922615,741,1,0.045346 
"34003","0372.02","2","34","51660","NJ","Bergen NJ"," "," ","New Milford borough, NJ",-74.028524,40.921785,1277,1,0.078147 
"34003","0372.02","3","34","51660","NJ","Bergen NJ"," "," ","New Milford borough, NJ",-74.015489,40.921411,830,1,0.050792 
"34003","0372.02","4","34","51660","NJ","Bergen NJ"," "," ","New Milford borough, NJ",-74.02176,40.918833,808,1,0.049446 
"34003","0372.02","5","34","51660","NJ","Bergen NJ"," "," ","New Milford borough, NJ",-74.018398,40.926103,1233,1,0.075454 
"34003","0372.02","6","34","51660","NJ","Bergen NJ"," "," ","New Milford borough, NJ",-74.02315,40.925365,1836,1,0.112355 
"34003","0381.00","1","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.120037,40.795449,881,1,0.057238 
"34003","0381.00","2","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.124702,40.796479,875,1,0.056848 
"34003","0381.00","3","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.130125,40.795556,1085,1,0.070491 
"34003","0381.00","4","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.132793,40.791123,705,1,0.045803 
"34003","0381.00","5","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.129048,40.78473,1086,1,0.070556 
"34003","0381.00","6","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.124378,40.783984,823,1,0.053469 
"34003","0382.00","1","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.136409,40.787113,826,1,0.053664 
"34003","0382.00","2","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.134315,40.785067,904,1,0.058732 
"34003","0382.00","3","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.134336,40.781433,1421,1,0.092321 
"34003","0382.00","4","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.138646,40.783957,953,1,0.061915 
"34003","0383.00","1","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.132834,40.799265,842,1,0.054704 
"34003","0383.00","2","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.135141,40.796433,688,1,0.044699 
"34003","0383.00","3","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.136257,40.794062,1118,1,0.072635 
"34003","0383.00","4","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.142837,40.786625,937,1,0.060876 
"34003","0383.00","5","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.137281,40.791723,1010,1,0.065618 
"34003","0383.00","6","34","52320","NJ","Bergen NJ"," "," ","North Arlington borough, NJ",-74.139859,40.789274,1238,1,0.080431 
"34003","0391.00","1","34","53850","NJ","Bergen NJ"," "," ","Oakland borough, NJ",-74.254772,41.021569,974,1,0.076368 
"34003","0391.00","2","34","53850","NJ","Bergen NJ"," "," ","Oakland borough, NJ",-74.24089,41.030626,1022,1,0.080132 
"34003","0391.00","3","34","53850","NJ","Bergen NJ"," "," ","Oakland borough, NJ",-74.23961,41.044328,2122,1,0.166379 
"34003","0392.00","1","34","53850","NJ","Bergen NJ"," "," ","Oakland borough, NJ",-74.216478,41.043441,1258,1,0.098636 
"34003","0392.00","2","34","53850","NJ","Bergen NJ"," "," ","Oakland borough, NJ",-74.217335,41.035779,1119,1,0.087737 
"34003","0392.00","3","34","53850","NJ","Bergen NJ"," "," ","Oakland borough, NJ",-74.222712,41.031244,1300,1,0.101929 
"34003","0392.00","4","34","53850","NJ","Bergen NJ"," "," ","Oakland borough, NJ",-74.227788,41.027974,855,1,0.067038 
"34003","0392.00","5","34","53850","NJ","Bergen NJ"," "," ","Oakland borough, NJ",-74.229435,41.036876,1258,1,0.098636 
"34003","0393.00","1","34","53850","NJ","Bergen NJ"," "," ","Oakland borough, NJ",-74.239162,41.019888,1331,1,0.104359 
"34003","0393.00","2","34","53850","NJ","Bergen NJ"," "," ","Oakland borough, NJ",-74.245179,41.010798,1515,1,0.118786 
"34003","0400.01","1","34","54990","NJ","Bergen NJ"," "," ","Oradell borough, NJ",-74.016411,40.954465,1091,1,0.136751 
"34003","0400.01","2","34","54990","NJ","Bergen NJ"," "," ","Oradell borough, NJ",-74.034739,40.960773,1509,1,0.189145 
"34003","0400.01","3","34","54990","NJ","Bergen NJ"," "," ","Oradell borough, NJ",-74.045349,40.961572,914,1,0.114565 
"34003","0400.02","1","34","54990","NJ","Bergen NJ"," "," ","Oradell borough, NJ",-74.026903,40.949299,1418,1,0.177739 
"34003","0400.02","2","34","54990","NJ","Bergen NJ"," "," ","Oradell borough, NJ",-74.033608,40.946205,1251,1,0.156806 
"34003","0400.02","3","34","54990","NJ","Bergen NJ"," "," ","Oradell borough, NJ",-74.041383,40.948956,910,1,0.114064 
"34003","0400.02","4","34","54990","NJ","Bergen NJ"," "," ","Oradell borough, NJ",-74.041089,40.954534,885,1,0.11093 
"34003","0411.00","1","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-73.995635,40.851065,882,1,0.04495 
"34003","0411.00","2","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-74.00027,40.847458,1102,1,0.056161 
"34003","0411.00","3","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-73.998249,40.849638,840,1,0.042809 
"34003","0411.00","4","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-73.997187,40.853253,1323,1,0.067424 
"34003","0411.00","5","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-74.002425,40.850099,1135,1,0.057843 
"34003","0412.00","1","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-73.991437,40.851734,1336,1,0.068087 
"34003","0412.00","2","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-73.992076,40.84908,1145,1,0.058353 
"34003","0412.00","3","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-73.996064,40.846652,1137,1,0.057945 
"34003","0412.00","4","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-73.994094,40.845245,1061,1,0.054072 
"34003","0413.01","1","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-74.001231,40.841972,1320,1,0.067271 
"34003","0413.01","2","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-73.99331,40.839507,2000,1,0.101926 
"34003","0413.01","3","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-74.000536,40.844172,1949,1,0.099327 
"34003","0413.02","1","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-73.990309,40.842812,2080,1,0.106003 
"34003","0413.02","2","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-73.987254,40.847062,1158,1,0.059015 
"34003","0413.02","3","34","55770","NJ","Bergen NJ"," "," ","Palisades Park borough, NJ",-73.98537,40.843963,1154,1,0.058812 
"34003","0421.00","1","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.047527,40.949707,1059,1,0.040202 
"34003","0421.00","2","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.054352,40.951306,1017,1,0.038608 
"34003","0421.00","3","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.044326,40.941169,1177,1,0.044681 
"34003","0421.00","4","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.056515,40.930575,1917,1,0.072774 
"34003","0421.00","5","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.056708,40.937299,937,1,0.035571 
"34003","0421.00","6","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.054236,40.942297,1295,1,0.049161 
"34003","0423.01","1","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.082032,40.961949,1497,1,0.056829 
"34003","0423.01","2","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.090779,40.966839,1629,1,0.06184 
"34003","0423.01","3","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.086839,40.974699,1186,1,0.045023 
"34003","0423.02","1","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.060014,40.967249,1497,1,0.056829 
"34003","0423.02","2","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.060112,40.955891,1962,1,0.074482 
"34003","0423.02","3","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.070214,40.970138,849,1,0.03223 
"34003","0423.02","4","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.076441,40.974272,1251,1,0.047491 
"34003","0424.00","1","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.062918,40.945016,929,1,0.035267 
"34003","0424.00","2","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.065979,40.937008,1570,1,0.059601 
"34003","0424.00","3","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.081299,40.94965,1043,1,0.039595 
"34003","0424.00","4","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.089522,40.956752,930,1,0.035305 
"34003","0425.00","1","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.061007,40.918191,1592,1,0.060436 
"34003","0425.00","2","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.079837,40.92613,1973,1,0.074899 
"34003","0425.00","3","34","55950","NJ","Bergen NJ"," "," ","Paramus borough, NJ",-74.063637,40.923755,1032,1,0.039177 
"34003","0430.01","1","34","56130","NJ","Bergen NJ"," "," ","Park Ridge borough, NJ",-74.048707,41.04344,1068,1,0.12354 
"34003","0430.01","2","34","56130","NJ","Bergen NJ"," "," ","Park Ridge borough, NJ",-74.05558,41.038253,1676,1,0.193869 
"34003","0430.01","3","34","56130","NJ","Bergen NJ"," "," ","Park Ridge borough, NJ",-74.043558,41.037416,1211,1,0.140081 
"34003","0430.02","1","34","56130","NJ","Bergen NJ"," "," ","Park Ridge borough, NJ",-74.031542,41.027654,1011,1,0.116946 
"34003","0430.02","2","34","56130","NJ","Bergen NJ"," "," ","Park Ridge borough, NJ",-74.037007,41.034217,1852,1,0.214228 
"34003","0430.02","3","34","56130","NJ","Bergen NJ"," "," ","Park Ridge borough, NJ",-74.027306,41.033594,916,1,0.105957 
"34003","0430.02","4","34","56130","NJ","Bergen NJ"," "," ","Park Ridge borough, NJ",-74.023747,41.025435,911,1,0.105379 
"34003","0441.00","1","34","61680","NJ","Bergen NJ"," "," ","Ramsey borough, NJ",-74.153252,41.067035,1775,1,0.122642 
"34003","0441.00","2","34","61680","NJ","Bergen NJ"," "," ","Ramsey borough, NJ",-74.156579,41.058461,894,1,0.06177 
"34003","0441.00","3","34","61680","NJ","Bergen NJ"," "," ","Ramsey borough, NJ",-74.163064,41.049892,1170,1,0.08084 
"34003","0441.00","4","34","61680","NJ","Bergen NJ"," "," ","Ramsey borough, NJ",-74.14724,41.050044,936,1,0.064672 
"34003","0441.00","5","34","61680","NJ","Bergen NJ"," "," ","Ramsey borough, NJ",-74.153967,41.044943,1232,1,0.085124 
"34003","0442.01","1","34","61680","NJ","Bergen NJ"," "," ","Ramsey borough, NJ",-74.125917,41.052437,1698,1,0.117322 
"34003","0442.01","2","34","61680","NJ","Bergen NJ"," "," ","Ramsey borough, NJ",-74.136623,41.052129,1136,1,0.078491 
"34003","0442.01","3","34","61680","NJ","Bergen NJ"," "," ","Ramsey borough, NJ",-74.14223,41.049038,807,1,0.055759 
"34003","0442.02","1","34","61680","NJ","Bergen NJ"," "," ","Ramsey borough, NJ",-74.128439,41.070391,2284,1,0.157811 
"34003","0442.02","2","34","61680","NJ","Bergen NJ"," "," ","Ramsey borough, NJ",-74.143425,41.064949,1452,1,0.100325 
"34003","0442.02","3","34","61680","NJ","Bergen NJ"," "," ","Ramsey borough, NJ",-74.137026,41.064086,1089,1,0.075244 
"34003","0451.00","1","34","62910","NJ","Bergen NJ"," "," ","Ridgefield borough, NJ",-73.993095,40.829447,865,1,0.078408 
"34003","0451.00","2","34","62910","NJ","Bergen NJ"," "," ","Ridgefield borough, NJ",-73.999492,40.826581,1177,1,0.10669 
"34003","0451.00","3","34","62910","NJ","Bergen NJ"," "," ","Ridgefield borough, NJ",-73.99488,40.830853,899,1,0.08149 
"34003","0451.00","4","34","62910","NJ","Bergen NJ"," "," ","Ridgefield borough, NJ",-73.995051,40.836694,809,1,0.073332 
"34003","0451.00","5","34","62910","NJ","Bergen NJ"," "," ","Ridgefield borough, NJ",-73.99829,40.83307,1392,1,0.126178 
"34003","0451.00","6","34","62910","NJ","Bergen NJ"," "," ","Ridgefield borough, NJ",-74.002839,40.828764,902,1,0.081762 
"34003","0451.00","7","34","62910","NJ","Bergen NJ"," "," ","Ridgefield borough, NJ",-74.007646,40.827809,1340,1,0.121465 
"34003","0451.00","8","34","62910","NJ","Bergen NJ"," "," ","Ridgefield borough, NJ",-74.002209,40.834458,786,1,0.071247 
"34003","0452.00","1","34","62910","NJ","Bergen NJ"," "," ","Ridgefield borough, NJ",-74.001727,40.838841,693,1,0.062817 
"34003","0452.00","2","34","62910","NJ","Bergen NJ"," "," ","Ridgefield borough, NJ",-74.007753,40.832988,785,1,0.071157 
"34003","0452.00","3","34","62910","NJ","Bergen NJ"," "," ","Ridgefield borough, NJ",-74.006833,40.838961,693,1,0.062817 
"34003","0452.00","4","34","62910","NJ","Bergen NJ"," "," ","Ridgefield borough, NJ",-74.004906,40.836806,691,1,0.062636 
"34003","0461.00","1","34","62940","NJ","Bergen NJ"," "," ","Ridgefield Park village, NJ",-74.016476,40.856636,1236,1,0.097101 
"34003","0461.00","2","34","62940","NJ","Bergen NJ"," "," ","Ridgefield Park village, NJ",-74.019661,40.850317,863,1,0.067798 
"34003","0461.00","3","34","62940","NJ","Bergen NJ"," "," ","Ridgefield Park village, NJ",-74.020582,40.854997,1176,1,0.092387 
"34003","0461.00","4","34","62940","NJ","Bergen NJ"," "," ","Ridgefield Park village, NJ",-74.020235,40.843864,761,1,0.059785 
"34003","0462.00","1","34","62940","NJ","Bergen NJ"," "," ","Ridgefield Park village, NJ",-74.019267,40.862253,1431,1,0.11242 
"34003","0462.00","2","34","62940","NJ","Bergen NJ"," "," ","Ridgefield Park village, NJ",-74.02784,40.860738,712,1,0.055935 
"34003","0462.00","3","34","62940","NJ","Bergen NJ"," "," ","Ridgefield Park village, NJ",-74.023379,40.863753,864,1,0.067876 
"34003","0462.00","4","34","62940","NJ","Bergen NJ"," "," ","Ridgefield Park village, NJ",-74.028164,40.864839,1249,1,0.098122 
"34003","0463.00","1","34","62940","NJ","Bergen NJ"," "," ","Ridgefield Park village, NJ",-74.023823,40.859713,1092,1,0.085788 
"34003","0463.00","2","34","62940","NJ","Bergen NJ"," "," ","Ridgefield Park village, NJ",-74.024309,40.851607,800,1,0.062849 
"34003","0463.00","3","34","62940","NJ","Bergen NJ"," "," ","Ridgefield Park village, NJ",-74.024277,40.846925,1428,1,0.112185 
"34003","0463.00","4","34","62940","NJ","Bergen NJ"," "," ","Ridgefield Park village, NJ",-74.025099,40.855819,1117,1,0.087752 
"34003","0471.00","1","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.084976,40.986173,1755,1,0.070318 
"34003","0471.00","2","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.095892,40.983227,902,1,0.036141 
"34003","0471.00","3","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.101755,40.990816,1355,1,0.054291 
"34003","0471.00","4","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.109863,40.992608,980,1,0.039266 
"34003","0471.00","5","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.106991,40.986405,1013,1,0.040588 
"34003","0472.00","1","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.12493,41.003338,844,1,0.033817 
"34003","0472.00","2","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.11837,40.996553,1121,1,0.044915 
"34003","0472.00","3","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.12772,40.998368,1102,1,0.044154 
"34003","0472.00","4","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.121326,40.990387,1219,1,0.048842 
"34003","0473.00","1","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.125745,40.987,1104,1,0.044234 
"34003","0473.00","2","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.134738,40.978923,1202,1,0.048161 
"34003","0473.00","3","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.142088,40.973432,899,1,0.03602 
"34003","0474.00","1","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.116232,40.97979,1449,1,0.058058 
"34003","0474.00","2","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.112211,40.981029,636,1,0.025483 
"34003","0474.00","3","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.120479,40.97474,903,1,0.036181 
"34003","0474.00","4","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.124218,40.980827,675,1,0.027045 
"34003","0474.00","5","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.128071,40.975591,1220,1,0.048882 
"34003","0475.00","1","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.096041,40.977706,725,1,0.029049 
"34003","0475.00","2","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.098552,40.969678,745,1,0.02985 
"34003","0475.00","3","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.100978,40.962638,1571,1,0.062946 
"34003","0475.00","4","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.107904,40.969953,1592,1,0.063787 
"34003","0475.00","5","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.107511,40.975272,898,1,0.03598 
"34003","0475.00","6","34","63000","NJ","Bergen NJ"," "," ","Ridgewood village, NJ",-74.103168,40.979841,1048,1,0.041991 
"34003","0481.00","1","34","63360","NJ","Bergen NJ"," "," ","River Edge borough, NJ",-74.030673,40.938286,859,1,0.07575 
"34003","0481.00","2","34","63360","NJ","Bergen NJ"," "," ","River Edge borough, NJ",-74.033843,40.922668,1420,1,0.12522 
"34003","0481.00","3","34","63360","NJ","Bergen NJ"," "," ","River Edge borough, NJ",-74.037455,40.914698,1052,1,0.092769 
"34003","0481.00","4","34","63360","NJ","Bergen NJ"," "," ","River Edge borough, NJ",-74.03512,40.926393,718,1,0.063316 
"34003","0482.00","1","34","63360","NJ","Bergen NJ"," "," ","River Edge borough, NJ",-74.037303,40.940544,945,1,0.083333 
"34003","0482.00","2","34","63360","NJ","Bergen NJ"," "," ","River Edge borough, NJ",-74.039492,40.916203,679,1,0.059877 
"34003","0482.00","3","34","63360","NJ","Bergen NJ"," "," ","River Edge borough, NJ",-74.045798,40.918514,1081,1,0.095326 
"34003","0482.00","4","34","63360","NJ","Bergen NJ"," "," ","River Edge borough, NJ",-74.041315,40.923442,1535,1,0.135361 
"34003","0482.00","5","34","63360","NJ","Bergen NJ"," "," ","River Edge borough, NJ",-74.03944,40.929423,1339,1,0.118078 
"34003","0482.00","6","34","63360","NJ","Bergen NJ"," "," ","River Edge borough, NJ",-74.044724,40.92987,788,1,0.069489 
"34003","0482.00","7","34","63360","NJ","Bergen NJ"," "," ","River Edge borough, NJ",-74.038779,40.936514,924,1,0.081481 
"34003","0490.01","1","34","99999","NJ","Bergen NJ"," "," "," ",-74.006253,41.035597,1644,1,0.011476 
"34003","0490.01","2","34","99999","NJ","Bergen NJ"," "," "," ",-74.012233,41.017423,1043,1,0.007281 
"34003","0490.01","3","34","99999","NJ","Bergen NJ"," "," "," ",-74.015668,41.029456,1859,1,0.012977 
"34003","0490.02","1","34","99999","NJ","Bergen NJ"," "," "," ",-74.015257,41.005022,995,1,0.006946 
"34003","0490.02","2","34","99999","NJ","Bergen NJ"," "," "," ",-73.998754,40.99451,1778,1,0.012412 
"34003","0490.02","3","34","99999","NJ","Bergen NJ"," "," "," ",-74.01296,40.995585,2340,1,0.016335 
"34003","0500.00","1","34","99999","NJ","Bergen NJ"," "," "," ",-74.077313,40.908762,710,1,0.004956 
"34003","0500.00","2","34","99999","NJ","Bergen NJ"," "," "," ",-74.073872,40.905287,1313,1,0.009166 
"34003","0500.00","3","34","99999","NJ","Bergen NJ"," "," "," ",-74.075737,40.897757,1278,1,0.008921 
"34003","0500.00","4","34","99999","NJ","Bergen NJ"," "," "," ",-74.08164,40.910187,1300,1,0.009075 
"34003","0500.00","5","34","99999","NJ","Bergen NJ"," "," "," ",-74.086036,40.91401,929,1,0.006485 
"34003","0511.00","1","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.110052,40.837295,1124,1,0.062234 
"34003","0511.00","2","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.112584,40.832604,1434,1,0.079398 
"34003","0511.00","3","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.114866,40.83771,792,1,0.043851 
"34003","0511.00","4","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.12171,40.83907,765,1,0.042356 
"34003","0511.00","5","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.11758,40.840836,1041,1,0.057638 
"34003","0511.00","6","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.119363,40.836595,752,1,0.041637 
"34003","0512.00","1","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.115937,40.82807,1628,1,0.090139 
"34003","0512.00","2","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.119598,40.825485,1032,1,0.05714 
"34003","0513.00","1","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.10542,40.834829,872,1,0.048281 
"34003","0513.00","2","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.106457,40.832947,817,1,0.045236 
"34003","0513.00","3","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.105635,40.830035,739,1,0.040917 
"34003","0513.00","4","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.102563,40.825984,665,1,0.03682 
"34003","0513.00","5","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.11045,40.823729,651,1,0.036045 
"34003","0513.00","6","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.10823,40.8275,807,1,0.044682 
"34003","0514.00","1","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.103178,40.823647,821,1,0.045457 
"34003","0514.00","2","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.114804,40.82043,1351,1,0.074802 
"34003","0514.00","3","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.105344,40.816101,771,1,0.042689 
"34003","0514.00","4","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.104824,40.820801,1239,1,0.068601 
"34003","0514.00","5","34","65280","NJ","Bergen NJ"," "," ","Rutherford borough, NJ",-74.109217,40.817677,760,1,0.04208 
"34003","0521.00","1","34","99999","NJ","Bergen NJ"," "," "," ",-74.097048,40.918627,1326,1,0.009257 
"34003","0521.00","2","34","99999","NJ","Bergen NJ"," "," "," ",-74.094741,40.906213,868,1,0.006059 
"34003","0521.00","3","34","99999","NJ","Bergen NJ"," "," "," ",-74.103451,40.910355,1057,1,0.007379 
"34003","0521.00","4","34","99999","NJ","Bergen NJ"," "," "," ",-74.105603,40.917425,1436,1,0.010024 
"34003","0521.00","5","34","99999","NJ","Bergen NJ"," "," "," ",-74.086369,40.904527,897,1,0.006262 
"34003","0521.00","6","34","99999","NJ","Bergen NJ"," "," "," ",-74.101944,40.913723,925,1,0.006457 
"34003","0521.00","7","34","99999","NJ","Bergen NJ"," "," "," ",-74.094842,40.913827,941,1,0.006569 
"34003","0522.00","1","34","99999","NJ","Bergen NJ"," "," "," ",-74.089789,40.898478,2091,1,0.014597 
"34003","0522.00","2","34","99999","NJ","Bergen NJ"," "," "," ",-74.086238,40.89405,768,1,0.005361 
"34003","0522.00","3","34","99999","NJ","Bergen NJ"," "," "," ",-74.092579,40.891577,1105,1,0.007714 
"34003","0522.00","4","34","99999","NJ","Bergen NJ"," "," "," ",-74.097695,40.88706,1282,1,0.008949 
"34003","0522.00","5","34","99999","NJ","Bergen NJ"," "," "," ",-74.098194,40.894397,963,1,0.006723 
"34003","0531.00","1","34","65400","NJ","Bergen NJ"," "," ","Saddle River borough, NJ",-74.089715,41.018012,1033,1,0.327728 
"34003","0531.00","2","34","65400","NJ","Bergen NJ"," "," ","Saddle River borough, NJ",-74.11065,41.031268,1313,1,0.416561 
"34003","0531.00","3","34","65400","NJ","Bergen NJ"," "," ","Saddle River borough, NJ",-74.093892,41.040201,806,1,0.255711 
"34003","0532.00","1","34","75140","NJ","Bergen NJ"," "," ","Upper Saddle River borough, NJ",-74.081812,41.065477,1582,1,0.192739 
"34003","0532.00","2","34","75140","NJ","Bergen NJ"," "," ","Upper Saddle River borough, NJ",-74.089347,41.051704,1177,1,0.143397 
"34003","0532.00","3","34","75140","NJ","Bergen NJ"," "," ","Upper Saddle River borough, NJ",-74.093968,41.074789,1761,1,0.214547 
"34003","0532.00","4","34","75140","NJ","Bergen NJ"," "," ","Upper Saddle River borough, NJ",-74.107287,41.068356,1722,1,0.209795 
"34003","0532.00","5","34","75140","NJ","Bergen NJ"," "," ","Upper Saddle River borough, NJ",-74.112378,41.054948,1966,1,0.239522 
"34003","0541.00","1","34","99999","NJ","Bergen NJ"," "," "," ",-73.99409,40.908706,1071,1,0.007476 
"34003","0541.00","2","34","99999","NJ","Bergen NJ"," "," "," ",-73.993901,40.905676,899,1,0.006276 
"34003","0541.00","3","34","99999","NJ","Bergen NJ"," "," "," ",-73.994492,40.902006,1068,1,0.007455 
"34003","0541.00","4","34","99999","NJ","Bergen NJ"," "," "," ",-73.996547,40.897042,1074,1,0.007497 
"34003","0541.00","5","34","99999","NJ","Bergen NJ"," "," "," ",-73.998299,40.891892,1537,1,0.010729 
"34003","0541.00","6","34","99999","NJ","Bergen NJ"," "," "," ",-74.002864,40.886491,1368,1,0.00955 
"34003","0541.00","7","34","99999","NJ","Bergen NJ"," "," "," ",-73.997497,40.884598,929,1,0.006485 
"34003","0542.00","1","34","99999","NJ","Bergen NJ"," "," "," ",-74.000819,40.90695,724,1,0.005054 
"34003","0542.00","2","34","99999","NJ","Bergen NJ"," "," "," ",-74.001195,40.901508,907,1,0.006332 
"34003","0542.00","3","34","99999","NJ","Bergen NJ"," "," "," ",-74.003549,40.8978,904,1,0.006311 
"34003","0542.00","4","34","99999","NJ","Bergen NJ"," "," "," ",-74.006049,40.893634,1182,1,0.008251 
"34003","0542.00","5","34","99999","NJ","Bergen NJ"," "," "," ",-74.003205,40.901349,712,1,0.00497 
